ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_003TUFL	PP_003TUFL.1	rsv-a	LQ426354	-:PAT	Sequence 15 from Patent EP3067064
PP_003TUGJ	PP_003TUGJ.1	rsv-a	LQ714552	-:PAT	Sequence 17 from Patent EP3212666
PP_003TUHF	PP_003TUHF.1	rsv-a	LQ821330	-:PAT	Sequence 1 from Patent EP3344291
PP_003TUN5	PP_003TUN5.1	rsv-a	LY478985	-:PAT	KR 1020160148720-A/1: MODIFIED RSV F PROTEINS AND METHODS OF THEIR USE
PP_003TUP3	PP_003TUP3.1	rsv-a	LY478992	-:PAT	KR 1020160148720-A/15: MODIFIED RSV F PROTEINS AND METHODS OF THEIR USE
PP_003TUTV	PP_003TUTV.1	rsv-a	LY606103	-:PAT	
PP_003TUVR	PP_003TUVR.1	rsv-a	LY821146	-:PAT	
PP_003TUWP	PP_003TUWP.1	rsv-a	LY821147	-:PAT	
PP_003TUXM	PP_003TUXM.1	rsv-a	LY821153	-:PAT	
PP_003TUYK	PP_003TUYK.1	rsv-a	LY821154	-:PAT	
PP_003TUZH	PP_003TUZH.1	rsv-a	LY821155	-:PAT	
PP_003TV0F	PP_003TV0F.1	rsv-a	LY821156	-:PAT	
PP_003TV39	PP_003TV39.1	rsv-a	MA000573	-:PAT	
PP_003TV47	PP_003TV47.1	rsv-a	MA000580	-:PAT	
PP_003TV55	PP_003TV55.1	rsv-a	MA819985	-:PAT	
PP_003TV8Z	PP_003TV8Z.1	rsv-a	MA867114	-:PAT	
PP_003TVDP	PP_003TVDP.1	rsv-a	MB445381	-:PAT	
PP_003TVEM	PP_003TVEM.1	rsv-a	MC409605	-:PAT	
PP_003TVFK	PP_003TVFK.1	rsv-a	MC409606	-:PAT	
PP_003UFB5	PP_003UFB5.1	rsv-a	MP147814	-:PAT	
PP_003UFC3	PP_003UFC3.1	rsv-a	MP147815	-:PAT	
PP_003UFD1	PP_003UFD1.1	rsv-a	MP147816	-:PAT	
PP_003UFEZ	PP_003UFEZ.1	rsv-a	MP147817	-:PAT	
PP_003UFFX	PP_003UFFX.1	rsv-a	MP147818	-:PAT	
PP_003UFGV	PP_003UFGV.1	rsv-a	MP147819	-:PAT	Sequence 26 from Patent WO2019063844
PP_003UFHS	PP_003UFHS.1	rsv-a	MP147820	-:PAT	Sequence 27 from Patent WO2019063844
PP_003UFJQ	PP_003UFJQ.1	rsv-a	MP147821	-:PAT	Sequence 28 from Patent WO2019063844
PP_003UFKN	PP_003UFKN.1	rsv-a	MP147822	-:PAT	Sequence 29 from Patent WO2019063844
PP_003UFLL	PP_003UFLL.1	rsv-a	MP147823	-:PAT	Sequence 30 from Patent WO2019063844
PP_003UFMJ	PP_003UFMJ.1	rsv-a	MP147824	-:PAT	Sequence 31 from Patent WO2019063844
PP_003UFNG	PP_003UFNG.1	rsv-a	MP257301	-:PAT	Sequence 1 from Patent EP3492097
PP_003UFPE	PP_003UFPE.1	rsv-a	MP257303	-:PAT	Sequence 3 from Patent EP3492097
PP_003UFQC	PP_003UFQC.1	rsv-a	MP289907	-:PAT	Sequence 1 from Patent EP3488865
PP_003UFRA	PP_003UFRA.1	rsv-a	MP289909	-:PAT	Sequence 3 from Patent EP3488865
PP_003UFS8	PP_003UFS8.1	rsv-a	MP292377	-:PAT	Sequence 1 from Patent EP3508505
PP_003UFT6	PP_003UFT6.1	rsv-a	MP292379	-:PAT	Sequence 3 from Patent EP3508505
PP_003UFW0	PP_003UFW0.1	rsv-a	MP443214	-:PAT	Sequence 12 from Patent EP3586871
PP_003UFXY	PP_003UFXY.1	rsv-a	MP443215	-:PAT	Sequence 13 from Patent EP3586871
PP_003UFYW	PP_003UFYW.1	rsv-a	MP443216	-:PAT	Sequence 14 from Patent EP3586871
PP_003UFZU	PP_003UFZU.1	rsv-a	MP443217	-:PAT	Sequence 15 from Patent EP3586871
PP_003UG0S	PP_003UG0S.1	rsv-a	MP443218	-:PAT	Sequence 16 from Patent EP3586871
PP_003UG1Q	PP_003UG1Q.1	rsv-a	MP443219	-:PAT	Sequence 17 from Patent EP3586871
PP_003UG2N	PP_003UG2N.1	rsv-a	MP443220	-:PAT	Sequence 18 from Patent EP3586871
PP_003UG3L	PP_003UG3L.1	rsv-a	MP443221	-:PAT	Sequence 19 from Patent EP3586871
PP_003UG4J	PP_003UG4J.1	rsv-a	MP443222	-:PAT	Sequence 20 from Patent EP3586871
PP_003UG5G	PP_003UG5G.1	rsv-a	MP443223	-:PAT	Sequence 21 from Patent EP3586871
PP_003UG6E	PP_003UG6E.1	rsv-a	MP443224	-:PAT	Sequence 22 from Patent EP3586871
PP_003UGB4	PP_003UGB4.1	rsv-a	MP672095	-:PAT	Sequence 1 from Patent EP3658118
PP_003UGC2	PP_003UGC2.1	rsv-a	MQ193554	-:PAT	Sequence 1 from Patent EP3868874
PP_003UGD0	PP_003UGD0.1	rsv-a	MQ193555	-:PAT	Sequence 2 from Patent EP3868874
PP_003UGEY	PP_003UGEY.1	rsv-a	MQ193561	-:PAT	Sequence 8 from Patent EP3868874
PP_003UGFW	PP_003UGFW.1	rsv-a	MQ193562	-:PAT	Sequence 9 from Patent EP3868874
PP_003UGGU	PP_003UGGU.1	rsv-a	MQ193563	-:PAT	Sequence 10 from Patent EP3868874
PP_003UGHR	PP_003UGHR.1	rsv-a	MQ193564	-:PAT	Sequence 11 from Patent EP3868874
PP_003UGPD	PP_003UGPD.1	rsv-a	MS630018	-:PAT	Sequence 1 from Patent EP3109258
PP_003UGQB	PP_003UGQB.1	rsv-a	MS630020	-:PAT	Sequence 3 from Patent EP3109258
PP_003V1UG	PP_003V1UG.1	rsv-a	PA259815	-:PAT	WO 2021039873-A/9: Composite protein monomer carrying virus nonstructural protein, aggregate of said monomer, and component vaccine containing said aggregate as active ingredient
PP_003V1VE	PP_003V1VE.1	rsv-a	PG340998	-:PAT	JP 2023515355-A/90: RAPID VACCINE PLATFORM
PP_003V1WC	PP_003V1WC.1	rsv-a	PG340999	-:PAT	JP 2023515355-A/91: RAPID VACCINE PLATFORM
PP_003V1XA	PP_003V1XA.1	rsv-a	PG341000	-:PAT	JP 2023515355-A/92: RAPID VACCINE PLATFORM
PP_003V1Y8	PP_003V1Y8.1	rsv-a	PG341001	-:PAT	JP 2023515355-A/93: RAPID VACCINE PLATFORM
PP_003V1Z6	PP_003V1Z6.1	rsv-a	PG341002	-:PAT	JP 2023515355-A/94: RAPID VACCINE PLATFORM
PP_003V204	PP_003V204.1	rsv-a	PG341003	-:PAT	JP 2023515355-A/95: RAPID VACCINE PLATFORM
PP_003V212	PP_003V212.1	rsv-a	PG341004	-:PAT	JP 2023515355-A/96: RAPID VACCINE PLATFORM
PP_003V220	PP_003V220.1	rsv-a	PG341005	-:PAT	JP 2023515355-A/97: RAPID VACCINE PLATFORM
PP_003V23Y	PP_003V23Y.1	rsv-a	PG341006	-:PAT	JP 2023515355-A/98: RAPID VACCINE PLATFORM
PP_003V24W	PP_003V24W.1	rsv-a	PG341007	-:PAT	JP 2023515355-A/99: RAPID VACCINE PLATFORM
PP_003V25U	PP_003V25U.1	rsv-a	PG341008	-:PAT	JP 2023515355-A/100: RAPID VACCINE PLATFORM
PP_003V26S	PP_003V26S.1	rsv-a	PH035214	-:PAT	JP 2023529836-A/1: LIVE ATTENUATED RESPIRATORY SYNCYTIAL VIRUS
PP_004CJXT	PP_004CJXT.1	rsv-a	PA647521	-:PAT	JP 2020048558-A/118: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_004CJZP	PP_004CJZP.1	rsv-a	PA753049	-:PAT	JP 2022023054-A/1: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_004CK0M	PP_004CK0M.1	rsv-a	PA753050	-:PAT	JP 2022023054-A/2: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_004CK1K	PP_004CK1K.1	rsv-a	PA753051	-:PAT	JP 2022023054-A/3: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_004CK2H	PP_004CK2H.1	rsv-a	PA753052	-:PAT	JP 2022023054-A/4: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_004CK3F	PP_004CK3F.1	rsv-a	PE263900	-:PAT	KR 1020230047033-A/34: RECOMBINANT RSV LIVE VACCINE STRAIN AND THE PREPARING METHOD THEREOF
PP_004CK4D	PP_004CK4D.1	rsv-a	PA753053	-:PAT	JP 2022023054-A/5: RECOMBINANT RSV WITH SILENT MUTATIONS, VACCINES, AND METHODS RELATED THERETO
PP_004CK77	PP_004CK77.1	rsv-a	PC039660	-:PAT	JP 2020513835-A/118: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_004CK85	PP_004CK85.1	rsv-a	PC204451	-:PAT	JP 2020528883-A/1: METHODS AND COMPOSITIONS FOR TREATING RESPIRATORY DISEASE
PP_004CKBZ	PP_004CKBZ.1	rsv-a	PC396699	-:PAT	JP 2021523695-A/44: CHIMERIC VECTORS
PP_004CKCX	PP_004CKCX.1	rsv-a	PD151259	-:PAT	JP 2022504777-A/1: Recombinant RSV live vaccine strain and the preparing method thereof
PP_004CKDV	PP_004CKDV.1	rsv-a	PD151260	-:PAT	JP 2022504777-A/2: Recombinant RSV live vaccine strain and the preparing method thereof
PP_004CKET	PP_004CKET.1	rsv-a	PD151266	-:PAT	JP 2022504777-A/8: Recombinant RSV live vaccine strain and the preparing method thereof
PP_004CKFR	PP_004CKFR.1	rsv-a	PD151267	-:PAT	JP 2022504777-A/9: Recombinant RSV live vaccine strain and the preparing method thereof
PP_004CKGP	PP_004CKGP.1	rsv-a	PD151268	-:PAT	JP 2022504777-A/10: Recombinant RSV live vaccine strain and the preparing method thereof
PP_004CKHL	PP_004CKHL.1	rsv-a	PD151269	-:PAT	JP 2022504777-A/11: Recombinant RSV live vaccine strain and the preparing method thereof
PP_004CKJJ	PP_004CKJJ.1	rsv-a	PD223123	-:PAT	JP 2022513602-A/276: CRISPR SYSTEM BASED DROPLET DIAGNOSTIC SYSTEMS AND METHODS
PP_004CKKG	PP_004CKKG.1	rsv-a	PD223129	-:PAT	JP 2022513602-A/282: CRISPR SYSTEM BASED DROPLET DIAGNOSTIC SYSTEMS AND METHODS
PP_004CKLE	PP_004CKLE.1	rsv-a	PD265910	-:PAT	JP 2022521760-A/1: METHODS FOR PREVENTING DISEASE OR DISORDER CAUSED BY RSV INFECTION
PP_004CKMC	PP_004CKMC.1	rsv-a	PE263870	-:PAT	KR 1020230047033-A/1: RECOMBINANT RSV LIVE VACCINE STRAIN AND THE PREPARING METHOD THEREOF
PP_004CKNA	PP_004CKNA.1	rsv-a	PE263901	-:PAT	KR 1020230047033-A/35: RECOMBINANT RSV LIVE VACCINE STRAIN AND THE PREPARING METHOD THEREOF
PP_004CKP8	PP_004CKP8.1	rsv-a	PE263902	-:PAT	KR 1020230047033-A/36: RECOMBINANT RSV LIVE VACCINE STRAIN AND THE PREPARING METHOD THEREOF
PP_004CKQ6	PP_004CKQ6.1	rsv-a	PE263903	-:PAT	KR 1020230047033-A/37: RECOMBINANT RSV LIVE VACCINE STRAIN AND THE PREPARING METHOD THEREOF
PP_004CKR4	PP_004CKR4.1	rsv-a	PE323462	-:PAT	KR 1020230021115-A/1: LIVE ATTENUATED RESPIRATORY SYNCYTIAL VIRUS
PP_004CKVW	PP_004CKVW.1	rsv-a	PL350203	-:PAT	KR 1020240093593-A/1: Vaccine Compositions Having Improved Stability and Immunogenicity
PP_004CKYQ	PP_004CKYQ.1	rsv-a	PU606627	-:PAT	Sequence 12 from patent US 11965000 B2
PP_004CKZN	PP_004CKZN.1	rsv-a	PU606628	-:PAT	Sequence 13 from patent US 11965000 B2
PP_004CL0L	PP_004CL0L.1	rsv-a	PU606629	-:PAT	Sequence 14 from patent US 11965000 B2
PP_004CL1J	PP_004CL1J.1	rsv-a	PU606630	-:PAT	Sequence 15 from patent US 11965000 B2
PP_004CL2G	PP_004CL2G.1	rsv-a	PU606631	-:PAT	Sequence 16 from patent US 11965000 B2
PP_004CL3E	PP_004CL3E.1	rsv-a	PU606632	-:PAT	Sequence 17 from patent US 11965000 B2
PP_004CL4C	PP_004CL4C.1	rsv-a	PU606633	-:PAT	Sequence 18 from patent US 11965000 B2
PP_004CL5A	PP_004CL5A.1	rsv-a	PU606634	-:PAT	Sequence 19 from patent US 11965000 B2
PP_004CL68	PP_004CL68.1	rsv-a	PU606635	-:PAT	Sequence 20 from patent US 11965000 B2
PP_004CL76	PP_004CL76.1	rsv-a	PU606636	-:PAT	Sequence 21 from patent US 11965000 B2
PP_004CL84	PP_004CL84.1	rsv-a	PU606637	-:PAT	Sequence 22 from patent US 11965000 B2
PP_004CL92	PP_004CL92.1	rsv-a	PU749282	-:PAT	Sequence 31 from patent US 12090197 B2
PP_004CLBY	PP_004CLBY.1	rsv-a	PU786488	-:PAT	Sequence 12 from patent US 12139513 B2
PP_004CLCW	PP_004CLCW.1	rsv-a	PU786489	-:PAT	Sequence 13 from patent US 12139513 B2
PP_004CLDU	PP_004CLDU.1	rsv-a	PU786490	-:PAT	Sequence 14 from patent US 12139513 B2
PP_004CLES	PP_004CLES.1	rsv-a	PU786491	-:PAT	Sequence 15 from patent US 12139513 B2
PP_004CLFQ	PP_004CLFQ.1	rsv-a	PU786492	-:PAT	Sequence 16 from patent US 12139513 B2
PP_004CLGN	PP_004CLGN.1	rsv-a	PU786493	-:PAT	Sequence 17 from patent US 12139513 B2
PP_004CLHK	PP_004CLHK.1	rsv-a	PU786494	-:PAT	Sequence 18 from patent US 12139513 B2
PP_004CLJH	PP_004CLJH.1	rsv-a	PU786495	-:PAT	Sequence 19 from patent US 12139513 B2
PP_004CLKF	PP_004CLKF.1	rsv-a	PU786496	-:PAT	Sequence 20 from patent US 12139513 B2
PP_004CLLD	PP_004CLLD.1	rsv-a	PU786497	-:PAT	Sequence 21 from patent US 12139513 B2
PP_004CLMB	PP_004CLMB.1	rsv-a	PU786498	-:PAT	Sequence 22 from patent US 12139513 B2
PP_004K1FU	PP_004K1FU.1	rsv-a	PU845050	-:PAT	Sequence 1 from patent US 12186386 B2
PP_004K1HP	PP_004K1HP.1	rsv-a	PU845052	-:PAT	Sequence 18 from patent US 12186386 B2
PP_004K1KK	PP_004K1KK.1	rsv-a	PU845054	-:PAT	Sequence 2 from patent US 12186386 B2
PP_004K1MF	PP_004K1MF.1	rsv-a	PU845056	-:PAT	Sequence 3 from patent US 12186386 B2
PP_004K1ND	PP_004K1ND.1	rsv-a	PU845057	-:PAT	Sequence 4 from patent US 12186386 B2
PP_004K1R7	PP_004K1R7.1	rsv-a	PU887819	-:PAT	Sequence 12 from patent US 12240873 B2
PP_004K1S5	PP_004K1S5.1	rsv-a	PU887820	-:PAT	Sequence 13 from patent US 12240873 B2
PP_004K1T3	PP_004K1T3.1	rsv-a	PU887821	-:PAT	Sequence 14 from patent US 12240873 B2
PP_004K1U1	PP_004K1U1.1	rsv-a	PU887822	-:PAT	Sequence 15 from patent US 12240873 B2
PP_004K1VZ	PP_004K1VZ.1	rsv-a	PU887823	-:PAT	Sequence 16 from patent US 12240873 B2
PP_004K1WX	PP_004K1WX.1	rsv-a	PU887824	-:PAT	Sequence 17 from patent US 12240873 B2
PP_004K1XV	PP_004K1XV.1	rsv-a	PU887825	-:PAT	Sequence 18 from patent US 12240873 B2
PP_004K1YT	PP_004K1YT.1	rsv-a	PU887826	-:PAT	Sequence 19 from patent US 12240873 B2
PP_004K1ZR	PP_004K1ZR.1	rsv-a	PU887827	-:PAT	Sequence 20 from patent US 12240873 B2
PP_004K20P	PP_004K20P.1	rsv-a	PU887828	-:PAT	Sequence 21 from patent US 12240873 B2
PP_004K21M	PP_004K21M.1	rsv-a	PU887829	-:PAT	Sequence 22 from patent US 12240873 B2
PP_004K24F	PP_004K24F.1	rsv-a	PY025437	-:PAT	Sequence 1 from patent US 12357684 B2
PP_004K25D	PP_004K25D.1	rsv-a	PY025440	-:PAT	Sequence 15 from patent US 12357684 B2
PP_0071AGH	PP_0071AGH.1	rsv-a	QP044277	-:PAT	JP 2023134738-A/1: METHODS AND COMPOSITIONS FOR TREATING RESPIRATORY DISEASE
PP_0071AM6	PP_0071AM6.1	rsv-a	QP690902	-:PAT	JP 2024087025-A/118: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_0071AN4	PP_0071AN4.1	rsv-a	QP694351	-:PAT	JP 2024087027-A/118: COMPOSITIONS AND METHODS FOR DETECTION OF VIRAL PATHOGENS IN SAMPLES
PP_0071AP2	PP_0071AP2.1	rsv-a	QP746084	-:PAT	JP 2025525390-A/1502: CIRCULAR RNA ENCODING CHIMERIC ANTIGEN RECEPTORS TARGETING BCMA
PP_0071ARY	PP_0071ARY.1	rsv-a	QP986361	-:PAT	Patent application sequence for JP 2024020214-A/56
PP_0071ASW	PP_0071ASW.1	rsv-a	QQ011456	-:PAT	JP 2024038170-A/1: VACCINE COMPOSITIONS HAVING IMPROVED STABILITY AND IMMUNOGENICITY
PP_0071Q2X	PP_0071Q2X.1	rsv-a	QS077989	-:PAT	JP 2025128159-A/1: VACCINE COMPOSITIONS HAVING IMPROVED STABILITY AND IMMUNOGENICITY
