ppx_accession	ppx_accession_version	organism	insdc_accessions	segment_divisions	ncbi_titles
PP_005QXFM	PP_005QXFM.1	dengue	LF708866	-:PAT	JP 2016154543-A/27: MGMT-based method for obtaining high yield of recombinant protein expression
PP_005QXGK	PP_005QXGK.1	dengue	LG000940	-:PAT	KR 1020150021493-A/23: MODIFIED OLIGONUCLEOTIDES COMPRISING THIOL FUNCTIONS AND THE USE OF SAME FOR THE DETECTION OF NUCLEIC ACIDS
PP_005QXHG	PP_005QXHG.1	dengue	LG000941	-:PAT	KR 1020150021493-A/24: MODIFIED OLIGONUCLEOTIDES COMPRISING THIOL FUNCTIONS AND THE USE OF SAME FOR THE DETECTION OF NUCLEIC ACIDS
PP_005QXJE	PP_005QXJE.1	dengue	LG018108	-:PAT	KR 1020150016941-A/3: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXKC	PP_005QXKC.1	dengue	LG018109	-:PAT	KR 1020150016941-A/4: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXLA	PP_005QXLA.1	dengue	LG018110	-:PAT	KR 1020150016941-A/5: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXM8	PP_005QXM8.1	dengue	LG018111	-:PAT	KR 1020150016941-A/6: MULTIPLEX IMMUNO SCREENING ASSAY
PP_005QXP4	PP_005QXP4.1	dengue	LG230782	-:PAT	KR 1020160027019-A/5: METHODS AND COMPOSITIONS FOR DENGUE VIRUS VACCINES
PP_005QXQ2	PP_005QXQ2.1	dengue	LG230783	-:PAT	KR 1020160027019-A/6: METHODS AND COMPOSITIONS FOR DENGUE VIRUS VACCINES
PP_005R143	PP_005R143.1	dengue	LP918029	-:PAT	Sequence 4 from Patent WO2017156511
PP_005R151	PP_005R151.1	dengue	LP918031	-:PAT	Sequence 6 from Patent WO2017156511
PP_005R16Z	PP_005R16Z.1	dengue	LP918032	-:PAT	Sequence 7 from Patent WO2017156511
PP_005R17X	PP_005R17X.1	dengue	LP918033	-:PAT	Sequence 8 from Patent WO2017156511
PP_005R18V	PP_005R18V.1	dengue	LP918034	-:PAT	Sequence 9 from Patent WO2017156511
PP_005R19T	PP_005R19T.1	dengue	LP918035	-:PAT	Sequence 10 from Patent WO2017156511
PP_005R1AR	PP_005R1AR.1	dengue	LP918039	-:PAT	Sequence 14 from Patent WO2017156511
PP_005R1BP	PP_005R1BP.1	dengue	LP918043	-:PAT	Sequence 18 from Patent WO2017156511
PP_005R1CM	PP_005R1CM.1	dengue	LP918047	-:PAT	Sequence 22 from Patent WO2017156511
PP_005R1M2	PP_005R1M2.1	dengue	LP943380	-:PAT	Sequence 1 from Patent EP3189136
PP_005R1N0	PP_005R1N0.1	dengue	LP944234	-:PAT	Sequence 27 from Patent EP3202897
PP_005R1PY	PP_005R1PY.1	dengue	LP944235	-:PAT	Sequence 28 from Patent EP3202897
PP_005R1QW	PP_005R1QW.1	dengue	LP944236	-:PAT	Sequence 29 from Patent EP3202897
PP_005R1RU	PP_005R1RU.1	dengue	LP944237	-:PAT	Sequence 30 from Patent EP3202897
PP_005R1SS	PP_005R1SS.1	dengue	LQ243187	-:PAT	Sequence 5 from Patent EP3013852
PP_005R1TQ	PP_005R1TQ.1	dengue	LQ243188	-:PAT	Sequence 6 from Patent EP3013852
PP_005R1UN	PP_005R1UN.1	dengue	LQ283660	-:PAT	Sequence 5 from Patent WO2016034974
PP_005R1WJ	PP_005R1WJ.1	dengue	LQ283662	-:PAT	Sequence 7 from Patent WO2016034974
PP_005R317	PP_005R317.1	dengue	LQ729831	-:PAT	Sequence 16 from Patent EP3324979
PP_005R325	PP_005R325.1	dengue	LQ729833	-:PAT	Sequence 18 from Patent EP3324979
PP_005R333	PP_005R333.1	dengue	LQ729835	-:PAT	Sequence 20 from Patent EP3324979
PP_005R341	PP_005R341.1	dengue	LQ729837	-:PAT	Sequence 22 from Patent EP3324979
PP_005R35Z	PP_005R35Z.1	dengue	LQ729839	-:PAT	Sequence 24 from Patent EP3324979
PP_005R37V	PP_005R37V.1	dengue	LQ729842	-:PAT	Sequence 27 from Patent EP3324979
PP_005R38T	PP_005R38T.1	dengue	LQ729843	-:PAT	Sequence 28 from Patent EP3324979
PP_005R3NY	PP_005R3NY.1	dengue	LQ729959	-:PAT	Sequence 144 from Patent EP3324979
PP_005R3PW	PP_005R3PW.1	dengue	LQ729960	-:PAT	Sequence 145 from Patent EP3324979
PP_005R3QU	PP_005R3QU.1	dengue	LQ729961	-:PAT	Sequence 146 from Patent EP3324979
PP_005R3RS	PP_005R3RS.1	dengue	LQ729962	-:PAT	Sequence 147 from Patent EP3324979
PP_005R3SQ	PP_005R3SQ.1	dengue	LQ729963	-:PAT	Sequence 148 from Patent EP3324979
PP_005R3TN	PP_005R3TN.1	dengue	LQ729964	-:PAT	Sequence 149 from Patent EP3324979
PP_005R3VJ	PP_005R3VJ.1	dengue	LQ729966	-:PAT	Sequence 151 from Patent EP3324979
PP_005R4AN	PP_005R4AN.1	dengue	LQ776702	-:PAT	Sequence 5 from Patent EP3331559
PP_005R4BL	PP_005R4BL.1	dengue	LQ868375	-:PAT	Sequence 223 from Patent EP3364950
PP_005R4CJ	PP_005R4CJ.1	dengue	LQ868376	-:PAT	Sequence 224 from Patent EP3364950
PP_005R4DG	PP_005R4DG.1	dengue	LQ868377	-:PAT	Sequence 225 from Patent EP3364950
PP_005R4EE	PP_005R4EE.1	dengue	LQ868378	-:PAT	Sequence 226 from Patent EP3364950
PP_005R4FC	PP_005R4FC.1	dengue	LQ868383	-:PAT	Sequence 231 from Patent EP3364950
PP_005R4GA	PP_005R4GA.1	dengue	LQ868384	-:PAT	Sequence 232 from Patent EP3364950
PP_005R4H7	PP_005R4H7.1	dengue	LQ868385	-:PAT	Sequence 233 from Patent EP3364950
PP_005R4J5	PP_005R4J5.1	dengue	LQ868386	-:PAT	Sequence 234 from Patent EP3364950
PP_005R4K3	PP_005R4K3.1	dengue	LQ868387	-:PAT	Sequence 235 from Patent EP3364950
PP_005R4L1	PP_005R4L1.1	dengue	LQ868388	-:PAT	Sequence 236 from Patent EP3364950
PP_005R4NX	PP_005R4NX.1	dengue	LQ868390	-:PAT	Sequence 238 from Patent EP3364950
PP_005R4QT	PP_005R4QT.1	dengue	LQ868392	-:PAT	Sequence 240 from Patent EP3364950
PP_005R4RR	PP_005R4RR.1	dengue	LQ868393	-:PAT	Sequence 241 from Patent EP3364950
PP_005R4SP	PP_005R4SP.1	dengue	LQ868394	-:PAT	Sequence 242 from Patent EP3364950
PP_005R4TM	PP_005R4TM.1	dengue	LQ868395	-:PAT	Sequence 243 from Patent EP3364950
PP_005R4UK	PP_005R4UK.1	dengue	LQ868400	-:PAT	Sequence 248 from Patent EP3364950
PP_005R4VH	PP_005R4VH.1	dengue	LQ868401	-:PAT	Sequence 249 from Patent EP3364950
PP_005R4WF	PP_005R4WF.1	dengue	LQ868402	-:PAT	Sequence 250 from Patent EP3364950
PP_005R4XD	PP_005R4XD.1	dengue	LQ868403	-:PAT	Sequence 251 from Patent EP3364950
PP_005R4YB	PP_005R4YB.1	dengue	LQ868404	-:PAT	Sequence 252 from Patent EP3364950
PP_005R4Z9	PP_005R4Z9.1	dengue	LQ868405	-:PAT	Sequence 253 from Patent EP3364950
PP_005R515	PP_005R515.1	dengue	LQ868407	-:PAT	Sequence 255 from Patent EP3364950
PP_005R531	PP_005R531.1	dengue	LQ905234	-:PAT	Sequence 17 from Patent EP3382012
PP_005R54Z	PP_005R54Z.1	dengue	LQ905235	-:PAT	Sequence 18 from Patent EP3382012
PP_005R55X	PP_005R55X.1	dengue	LQ905236	-:PAT	Sequence 19 from Patent EP3382012
PP_005R56V	PP_005R56V.1	dengue	LQ905237	-:PAT	Sequence 20 from Patent EP3382012
PP_005R57T	PP_005R57T.1	dengue	LQ905238	-:PAT	Sequence 21 from Patent EP3382012
PP_005R58R	PP_005R58R.1	dengue	LQ905239	-:PAT	Sequence 22 from Patent EP3382012
PP_005R59P	PP_005R59P.1	dengue	LQ905240	-:PAT	Sequence 23 from Patent EP3382012
PP_005R5AM	PP_005R5AM.1	dengue	LQ905241	-:PAT	Sequence 24 from Patent EP3382012
PP_005R5BK	PP_005R5BK.1	dengue	LQ905242	-:PAT	Sequence 25 from Patent EP3382012
PP_005R5CH	PP_005R5CH.1	dengue	LQ905243	-:PAT	Sequence 26 from Patent EP3382012
PP_005R5DF	PP_005R5DF.1	dengue	LQ905244	-:PAT	Sequence 27 from Patent EP3382012
PP_005R5ED	PP_005R5ED.1	dengue	LQ905245	-:PAT	Sequence 28 from Patent EP3382012
PP_005R5FB	PP_005R5FB.1	dengue	LQ905246	-:PAT	Sequence 29 from Patent EP3382012
PP_005R5G9	PP_005R5G9.1	dengue	LQ905247	-:PAT	Sequence 30 from Patent EP3382012
PP_005R5H6	PP_005R5H6.1	dengue	LQ905248	-:PAT	Sequence 31 from Patent EP3382012
PP_005R5J4	PP_005R5J4.1	dengue	LQ905249	-:PAT	Sequence 32 from Patent EP3382012
PP_005R85U	PP_005R85U.1	dengue	LX154733	-:PAT	JP 2017509619-A/1: BETA HAIRPIN PEPTIDES WITH ANTIVIRAL PROPERTIES AGAINST DENGUE VIRUS
PP_005R86S	PP_005R86S.1	dengue	LX250388	-:PAT	WO 2017090762-A/1: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R87Q	PP_005R87Q.1	dengue	LX250389	-:PAT	WO 2017090762-A/2: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R88N	PP_005R88N.1	dengue	LX250390	-:PAT	WO 2017090762-A/3: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R89L	PP_005R89L.1	dengue	LX250391	-:PAT	WO 2017090762-A/4: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8AJ	PP_005R8AJ.1	dengue	LX250392	-:PAT	WO 2017090762-A/5: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8BG	PP_005R8BG.1	dengue	LX250393	-:PAT	WO 2017090762-A/6: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8CE	PP_005R8CE.1	dengue	LX250394	-:PAT	WO 2017090762-A/7: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8DC	PP_005R8DC.1	dengue	LX250395	-:PAT	WO 2017090762-A/8: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8EA	PP_005R8EA.1	dengue	LX250396	-:PAT	WO 2017090762-A/9: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8F8	PP_005R8F8.1	dengue	LX250397	-:PAT	WO 2017090762-A/10: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8G6	PP_005R8G6.1	dengue	LX250398	-:PAT	WO 2017090762-A/11: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8H3	PP_005R8H3.1	dengue	LX250399	-:PAT	WO 2017090762-A/12: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8J1	PP_005R8J1.1	dengue	LX250400	-:PAT	WO 2017090762-A/13: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8KZ	PP_005R8KZ.1	dengue	LX250401	-:PAT	WO 2017090762-A/14: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8LX	PP_005R8LX.1	dengue	LX250402	-:PAT	WO 2017090762-A/15: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8MV	PP_005R8MV.1	dengue	LX250403	-:PAT	WO 2017090762-A/16: Banked live viruses from attenuated dengue strains, and dengue vaccine using thereof as antigen
PP_005R8NT	PP_005R8NT.1	dengue	LY409072	-:PAT	KR 1020160127097-A/16: BETA-HAIRPIN PEPTIDES HAVING ANTI-VIRAL PROPERTIES AGAINST THE DENGUE VIRUS
PP_005R8PR	PP_005R8PR.1	dengue	LY511421	-:PAT	KR 1020170055513-A/1: FLAVIVIRUS VIRUS LIKE PARTICLE
PP_005R8QP	PP_005R8QP.1	dengue	LY511422	-:PAT	KR 1020170055513-A/3: FLAVIVIRUS VIRUS LIKE PARTICLE
PP_005R9H2	PP_005R9H2.1	dengue	LY590172	-:PAT	KR 1020180080331-A/17: LIVE VIRUS HAVING A BANK OF DENGUE VIRUS ATTENUATED STRAINS, AND A DENGUE VACCINE CONTAINING SAME AS ANTIGENS
PP_005R9J0	PP_005R9J0.1	dengue	LY590173	-:PAT	KR 1020180080331-A/18: LIVE VIRUS HAVING A BANK OF DENGUE VIRUS ATTENUATED STRAINS, AND A DENGUE VACCINE CONTAINING SAME AS ANTIGENS
PP_005R9KY	PP_005R9KY.1	dengue	LY590174	-:PAT	KR 1020180080331-A/19: LIVE VIRUS HAVING A BANK OF DENGUE VIRUS ATTENUATED STRAINS, AND A DENGUE VACCINE CONTAINING SAME AS ANTIGENS
PP_005R9LW	PP_005R9LW.1	dengue	LY590175	-:PAT	KR 1020180080331-A/20: LIVE VIRUS HAVING A BANK OF DENGUE VIRUS ATTENUATED STRAINS, AND A DENGUE VACCINE CONTAINING SAME AS ANTIGENS
PP_005R9MU	PP_005R9MU.1	dengue	LY590176	-:PAT	KR 1020180080331-A/21: LIVE VIRUS HAVING A BANK OF DENGUE VIRUS ATTENUATED STRAINS, AND A DENGUE VACCINE CONTAINING SAME AS ANTIGENS
PP_005R9NS	PP_005R9NS.1	dengue	LY590177	-:PAT	
PP_005R9PQ	PP_005R9PQ.1	dengue	LY590178	-:PAT	
PP_005R9QN	PP_005R9QN.1	dengue	LY590179	-:PAT	
PP_005R9RL	PP_005R9RL.1	dengue	LY590180	-:PAT	
PP_005R9SJ	PP_005R9SJ.1	dengue	LY590181	-:PAT	
PP_005R9TG	PP_005R9TG.1	dengue	LY590182	-:PAT	
PP_005R9UE	PP_005R9UE.1	dengue	LY590183	-:PAT	
PP_005R9VC	PP_005R9VC.1	dengue	LY590184	-:PAT	
PP_005R9WA	PP_005R9WA.1	dengue	LY590185	-:PAT	
PP_005R9X8	PP_005R9X8.1	dengue	LY590186	-:PAT	
PP_005R9Y6	PP_005R9Y6.1	dengue	LY590187	-:PAT	
PP_005RAPP	PP_005RAPP.1	dengue	LY624893	-:PAT	
PP_005RAQM	PP_005RAQM.1	dengue	LY646035	-:PAT	
PP_005RARK	PP_005RARK.1	dengue	LY683284	-:PAT	
PP_005RASH	PP_005RASH.1	dengue	LY683285	-:PAT	
PP_005RATF	PP_005RATF.1	dengue	LY683286	-:PAT	
PP_005RAUD	PP_005RAUD.1	dengue	LY683287	-:PAT	
PP_005RAVB	PP_005RAVB.1	dengue	LY720050	-:PAT	
PP_005RAW9	PP_005RAW9.1	dengue	LY720051	-:PAT	
PP_005RAX7	PP_005RAX7.1	dengue	LY720052	-:PAT	
PP_005RAY5	PP_005RAY5.1	dengue	LY720053	-:PAT	
PP_005RBTE	PP_005RBTE.1	dengue	LY921396	-:PAT	
PP_005RBUC	PP_005RBUC.1	dengue	LZ239282	-:PAT	
PP_005RCPM	PP_005RCPM.1	dengue	LZ245646	-:PAT	
PP_005RCQK	PP_005RCQK.1	dengue	LZ245647	-:PAT	
PP_005RCRH	PP_005RCRH.1	dengue	LZ245648	-:PAT	
PP_005RCSF	PP_005RCSF.1	dengue	LZ245649	-:PAT	
PP_005RCTD	PP_005RCTD.1	dengue	LZ245650	-:PAT	
PP_005RCUB	PP_005RCUB.1	dengue	LZ245651	-:PAT	
PP_005RD9F	PP_005RD9F.1	dengue	LZ951197	-:PAT	
PP_005RDAD	PP_005RDAD.1	dengue	LZ951198	-:PAT	
PP_005RHE1	PP_005RHE1.1	dengue	MA768072	-:PAT	
PP_005RHGX	PP_005RHGX.1	dengue	MA768074	-:PAT	
PP_005RHJS	PP_005RHJS.1	dengue	MA780861	-:PAT	
PP_005RHKQ	PP_005RHKQ.1	dengue	MA780862	-:PAT	
PP_005RJC4	PP_005RJC4.1	dengue	MB029372	-:PAT	
PP_005RJD2	PP_005RJD2.1	dengue	MB029375	-:PAT	
PP_005RJE0	PP_005RJE0.1	dengue	MB029379	-:PAT	
PP_005RJFY	PP_005RJFY.1	dengue	MB029383	-:PAT	
PP_005RJGW	PP_005RJGW.1	dengue	MB029387	-:PAT	
PP_005RJV3	PP_005RJV3.1	dengue	MB466021	-:PAT	
PP_005RJW1	PP_005RJW1.1	dengue	MB466022	-:PAT	
PP_005RJXZ	PP_005RJXZ.1	dengue	MB466023	-:PAT	
PP_005RJYX	PP_005RJYX.1	dengue	MB466024	-:PAT	
PP_005YQK3	PP_005YQK3.1	dengue	MP120096	-:PAT	
PP_005YQL1	PP_005YQL1.1	dengue	MP120097	-:PAT	
PP_005YQMZ	PP_005YQMZ.1	dengue	MP451520	-:PAT	Sequence 5 from Patent EP3590955
PP_005YQNX	PP_005YQNX.1	dengue	MP451521	-:PAT	Sequence 6 from Patent EP3590955
PP_005YQPV	PP_005YQPV.1	dengue	MP508154	-:PAT	Sequence 123 from Patent EP3606552
PP_005YQQT	PP_005YQQT.1	dengue	MP552817	-:PAT	Sequence 9 from Patent EP3620174
PP_005YQRR	PP_005YQRR.1	dengue	MP552819	-:PAT	Sequence 11 from Patent EP3620174
PP_005YQSP	PP_005YQSP.1	dengue	MP552821	-:PAT	Sequence 13 from Patent EP3620174
PP_005YQTM	PP_005YQTM.1	dengue	MP552823	-:PAT	Sequence 15 from Patent EP3620174
PP_005YQUK	PP_005YQUK.1	dengue	MP720284	-:PAT	Sequence 5 from Patent EP3685852
PP_005YQWF	PP_005YQWF.1	dengue	MP720286	-:PAT	Sequence 7 from Patent EP3685852
PP_005YQYB	PP_005YQYB.1	dengue	MP879433	-:PAT	Sequence 5 from Patent WO2020242388
PP_005YR07	PP_005YR07.1	dengue	MP879435	-:PAT	Sequence 7 from Patent WO2020242388
PP_005YR15	PP_005YR15.1	dengue	MP879436	-:PAT	Sequence 8 from Patent WO2020242388
PP_005YR23	PP_005YR23.1	dengue	MS631897	-:PAT	Sequence 1 from Patent WO2017041156
PP_005YR31	PP_005YR31.1	dengue	MS631898	-:PAT	Sequence 2 from Patent WO2017041156
PP_005YR4Z	PP_005YR4Z.1	dengue	MS631899	-:PAT	Sequence 3 from Patent WO2017041156
PP_005YR5X	PP_005YR5X.1	dengue	MS631900	-:PAT	Sequence 4 from Patent WO2017041156
PP_0064JZ3	PP_0064JZ3.1	dengue	OF012509	-:PAT	KR 1020200099732-A/1: Composition for early diagnosis of dengue virus infection comprising peptide derived from envelope domain III of four serotype dengue virus as effective component and uses thereof
PP_0064K01	PP_0064K01.1	dengue	OF012510	-:PAT	KR 1020200099732-A/2: Composition for early diagnosis of dengue virus infection comprising peptide derived from envelope domain III of four serotype dengue virus as effective component and uses thereof
PP_0064K1Z	PP_0064K1Z.1	dengue	OF012511	-:PAT	KR 1020200099732-A/3: Composition for early diagnosis of dengue virus infection comprising peptide derived from envelope domain III of four serotype dengue virus as effective component and uses thereof
PP_0064K2X	PP_0064K2X.1	dengue	OF012512	-:PAT	KR 1020200099732-A/4: Composition for early diagnosis of dengue virus infection comprising peptide derived from envelope domain III of four serotype dengue virus as effective component and uses thereof
PP_0064K3V	PP_0064K3V.1	dengue	OF202430	-:PAT	KR 1020210027285-A/5: MATURE VIRUS-LIKE PARTICLES OF FLAVIVIRUSES
PP_0064K5R	PP_0064K5R.1	dengue	OF202432	-:PAT	KR 1020210027285-A/7: MATURE VIRUS-LIKE PARTICLES OF FLAVIVIRUSES
PP_0064K6P	PP_0064K6P.1	dengue	OF202433	-:PAT	KR 1020210027285-A/8: MATURE VIRUS-LIKE PARTICLES OF FLAVIVIRUSES
PP_0064KMS	PP_0064KMS.1	dengue	OF463473	-:PAT	KR 1020220049023-A/9: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0064KNQ	PP_0064KNQ.1	dengue	OF463474	-:PAT	KR 1020220049023-A/11: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0064KPN	PP_0064KPN.1	dengue	OF463475	-:PAT	KR 1020220049023-A/13: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0064KQL	PP_0064KQL.1	dengue	OF463476	-:PAT	KR 1020220049023-A/15: METHODS FOR PREVENTING DENGUE AND HEPATITIS A
PP_0064L9G	PP_0064L9G.1	dengue	OG158712	-:PAT	WO 2020184730-A/1: A dengue virus vaccine
PP_0064LAE	PP_0064LAE.1	dengue	OG158713	-:PAT	WO 2020184730-A/2: A dengue virus vaccine
PP_0064LBC	PP_0064LBC.1	dengue	OG158721	-:PAT	WO 2020184730-A/10: A dengue virus vaccine
PP_0064LCA	PP_0064LCA.1	dengue	OG158722	-:PAT	WO 2020184730-A/11: A dengue virus vaccine
PP_0064LD8	PP_0064LD8.1	dengue	OG158723	-:PAT	WO 2020184730-A/12: A dengue virus vaccine
PP_0064LE6	PP_0064LE6.1	dengue	OG158724	-:PAT	WO 2020184730-A/13: A dengue virus vaccine
PP_0064LF4	PP_0064LF4.1	dengue	OG164702	-:PAT	JP 2021007351-A/1: Reagent for detecting Dengue virus
PP_0064LG2	PP_0064LG2.1	dengue	OG164703	-:PAT	JP 2021007351-A/2: Reagent for detecting Dengue virus
PP_0064LHZ	PP_0064LHZ.1	dengue	OG164704	-:PAT	JP 2021007351-A/3: Reagent for detecting Dengue virus
PP_0064LJX	PP_0064LJX.1	dengue	OG164705	-:PAT	JP 2021007351-A/4: Reagent for detecting Dengue virus
PP_0064LKV	PP_0064LKV.1	dengue	OG164733	-:PAT	WO 2021002030-A/1: Reagent for detecting Dengue virus
PP_0064LLT	PP_0064LLT.1	dengue	OG164734	-:PAT	WO 2021002030-A/2: Reagent for detecting Dengue virus
PP_0064LMR	PP_0064LMR.1	dengue	OG164735	-:PAT	WO 2021002030-A/3: Reagent for detecting Dengue virus
PP_0064LNP	PP_0064LNP.1	dengue	OG164736	-:PAT	WO 2021002030-A/4: Reagent for detecting Dengue virus
PP_0065R8B	PP_0065R8B.1	dengue	PA655030	-:PAT	JP 2020150940-A/1: A dengue virus vaccine
PP_0065R99	PP_0065R99.1	dengue	PA655031	-:PAT	JP 2020150940-A/2: A dengue virus vaccine
PP_0065RA7	PP_0065RA7.1	dengue	PA655039	-:PAT	JP 2020150940-A/10: A dengue virus vaccine
PP_0065RB5	PP_0065RB5.1	dengue	PA655040	-:PAT	JP 2020150940-A/11: A dengue virus vaccine
PP_0065RC3	PP_0065RC3.1	dengue	PA655041	-:PAT	JP 2020150940-A/12: A dengue virus vaccine
PP_0065RD1	PP_0065RD1.1	dengue	PA655042	-:PAT	JP 2020150940-A/13: A dengue virus vaccine
PP_0065RV2	PP_0065RV2.1	dengue	PA760660	-:PAT	JP 2022031791-A/1: Vaccine
PP_0065RXY	PP_0065RXY.1	dengue	PA760662	-:PAT	JP 2022031791-A/3: Vaccine
PP_0065RZU	PP_0065RZU.1	dengue	PB147413	-:PAT	JP 2019521143-A/6: COMPOSITIONS AND METHODS FOR FLAVIVIRUS VACCINATION
PP_0065S0S	PP_0065S0S.1	dengue	PB147414	-:PAT	JP 2019521143-A/7: COMPOSITIONS AND METHODS FOR FLAVIVIRUS VACCINATION
PP_0065S1Q	PP_0065S1Q.1	dengue	PB147415	-:PAT	JP 2019521143-A/8: COMPOSITIONS AND METHODS FOR FLAVIVIRUS VACCINATION
PP_0065S2N	PP_0065S2N.1	dengue	PB147416	-:PAT	JP 2019521143-A/9: COMPOSITIONS AND METHODS FOR FLAVIVIRUS VACCINATION
PP_0065SHR	PP_0065SHR.1	dengue	PC068479	-:PAT	JP 2020527540-A/5: COMPOSITIONS AND METHODS FOR CANCER THERAPY WITH DENGUE VIRUS AND DENDRITIC CELLS
PP_0065SJP	PP_0065SJP.1	dengue	PC244864	-:PAT	JP 2020537121-A/194: CRISPR EFFECTOR SYSTEM BASED DIAGNOSTICS
PP_0065TMG	PP_0065TMG.1	dengue	PC245373	-:PAT	JP 2020537121-A/703: CRISPR EFFECTOR SYSTEM BASED DIAGNOSTICS
PP_0065U2L	PP_0065U2L.1	dengue	PC323094	-:PAT	JP 2021508460-A/668: Crispr Effector System Based Multiplex Diagnostics
PP_0065U96	PP_0065U96.1	dengue	PC421116	-:PAT	JP 2021528081-A/1: MATURE VIRUS-LIKE PARTICLES OF FLAVIVIRUSES
PP_0065UB2	PP_0065UB2.1	dengue	PC421118	-:PAT	JP 2021528081-A/3: MATURE VIRUS-LIKE PARTICLES OF FLAVIVIRUSES
PP_0065UC0	PP_0065UC0.1	dengue	PC421119	-:PAT	JP 2021528081-A/4: MATURE VIRUS-LIKE PARTICLES OF FLAVIVIRUSES
PP_0065UDY	PP_0065UDY.1	dengue	PC461334	-:PAT	JP 2021536463-A/5: DENGUE VACCINE UNIT DOSE AND ADMINISTRATION THEREOF
PP_0065UEW	PP_0065UEW.1	dengue	PC461335	-:PAT	JP 2021536463-A/6: DENGUE VACCINE UNIT DOSE AND ADMINISTRATION THEREOF
PP_0065UFU	PP_0065UFU.1	dengue	PC461336	-:PAT	JP 2021536463-A/7: DENGUE VACCINE UNIT DOSE AND ADMINISTRATION THEREOF
PP_0065UGS	PP_0065UGS.1	dengue	PC461337	-:PAT	JP 2021536463-A/8: DENGUE VACCINE UNIT DOSE AND ADMINISTRATION THEREOF
PP_00668QT	PP_00668QT.1	dengue	PE384725	-:PAT	KR 1020230030672-A/7: ARTIFICIAL RNAS FOR MODULATING RNA FRAGMENTS
PP_00668YB	PP_00668YB.1	dengue	PF321397	-:PAT	KR 1020230134487-A/212: RNA CONSTRUCT
PP_006696V	PP_006696V.1	dengue	PF321517	-:PAT	KR 1020230134487-A/372: RNA CONSTRUCT
PP_00669ED	PP_00669ED.1	dengue	PF321520	-:PAT	KR 1020230134487-A/376: RNA CONSTRUCT
PP_0066AZ7	PP_0066AZ7.1	dengue	PF321523	-:PAT	KR 1020230134487-A/380: RNA CONSTRUCT
PP_0066LRD	PP_0066LRD.1	dengue	PF321526	-:PAT	KR 1020230134487-A/384: RNA CONSTRUCT
PP_00671EK	PP_00671EK.1	dengue	PF321529	-:PAT	KR 1020230134487-A/388: RNA CONSTRUCT
PP_00671N2	PP_00671N2.1	dengue	PF321532	-:PAT	KR 1020230134487-A/392: RNA CONSTRUCT
PP_00671WL	PP_00671WL.1	dengue	PF321535	-:PAT	KR 1020230134487-A/396: RNA CONSTRUCT
PP_0067244	PP_0067244.1	dengue	PG046849	-:PAT	JP 2022540773-A/1: ATTENUATED DENGUE VIRUSES
PP_00672CN	PP_00672CN.1	dengue	PG046850	-:PAT	JP 2022540773-A/2: ATTENUATED DENGUE VIRUSES
PP_00676GA	PP_00676GA.1	dengue	PG046851	-:PAT	JP 2022540773-A/3: ATTENUATED DENGUE VIRUSES
PP_0067EJX	PP_0067EJX.1	dengue	PG046852	-:PAT	JP 2022540773-A/4: ATTENUATED DENGUE VIRUSES
PP_00685AM	PP_00685AM.1	dengue	PG046853	-:PAT	JP 2022540773-A/5: ATTENUATED DENGUE VIRUSES
PP_0068M89	PP_0068M89.1	dengue	PG046854	-:PAT	JP 2022540773-A/6: ATTENUATED DENGUE VIRUSES
PP_0068RCX	PP_0068RCX.1	dengue	PG046855	-:PAT	JP 2022540773-A/7: ATTENUATED DENGUE VIRUSES
PP_0069P69	PP_0069P69.1	dengue	PG046856	-:PAT	JP 2022540773-A/8: ATTENUATED DENGUE VIRUSES
PP_0069QKF	PP_0069QKF.1	dengue	PG046857	-:PAT	JP 2022540773-A/9: ATTENUATED DENGUE VIRUSES
PP_0069QTZ	PP_0069QTZ.1	dengue	PG046858	-:PAT	JP 2022540773-A/10: ATTENUATED DENGUE VIRUSES
